_id;Chapter;Book;Page;Sentence;Tagged;Mapped;Lemma
1495;4/C;II;67;You know she’s the prompter.;[('You', 'PRP'), ('know', 'VBP'), ('she’s', 'VB'), ('the', 'DT'), ('prompter', 'NN'), ('.', '.')];{'prompter': ['prompter'], 'You': ['You'], 'know': ['know'], 'she’s': ['she’s'], 'the': ['the'], '.': ['.']};['You', 'know', 'she’s', 'the', 'prompter', '.']
1496;4/C;II;67;She has to be there like everyone else.” “But her job is backstage, so anyone can do it.;[('She', 'PRP'), ('has', 'VBZ'), ('to', 'TO'), ('be', 'VB'), ('there', 'EX'), ('like', 'IN'), ('everyone', 'NN'), ('else.”', 'NN'), ('“But', 'NNP'), ('her', 'PRP$'), ('job', 'NN'), ('is', 'VBZ'), ('backstage', 'JJ'), (',', ','), ('so', 'IN'), ('anyone', 'NN'), ('can', 'MD'), ('do', 'VB'), ('it', 'PRP'), ('.', '.')];{'do': ['do'], 'anyone': ['anyone'], 'can': ['can'], ',': [','], 'else.”': ['else.”'], 'her': ['her'], 'so': ['so'], 'it': ['it'], 'there': ['there'], 'like': ['like'], 'be': ['be'], '.': ['.'], 'to': ['to'], 'She': ['She'], 'job': ['job'], 'ha': ['has'], 'backstage': ['backstage'], '“But': ['“But'], 'is': ['is'], 'everyone': ['everyone']};['She', 'ha', 'to', 'be', 'there', 'like', 'everyone', 'else.”', '“But', 'her', 'job', 'is', 'backstage', ',', 'so', 'anyone', 'can', 'do', 'it', '.']
1497;4/C;II;67;It was the last week before the play started.;[('It', 'PRP'), ('was', 'VBD'), ('the', 'DT'), ('last', 'JJ'), ('week', 'NN'), ('before', 'IN'), ('the', 'DT'), ('play', 'NN'), ('started', 'VBD'), ('.', '.')];{'.': ['.'], 'It': ['It'], 'last': ['last'], 'wa': ['was'], 'before': ['before'], 'week': ['week'], 'the': ['the', 'the'], 'started': ['started'], 'play': ['play']};['It', 'wa', 'the', 'last', 'week', 'before', 'the', 'play', 'started', '.']
1498;4/C;II;67;The girls tried on their costumes.;[('The', 'DT'), ('girls', 'NNS'), ('tried', 'VBN'), ('on', 'IN'), ('their', 'PRP$'), ('costumes', 'NNS'), ('.', '.')];{'girl': ['girls'], 'on': ['on'], 'their': ['their'], 'costume': ['costumes'], 'The': ['The'], 'tried': ['tried'], '.': ['.']};['The', 'girl', 'tried', 'on', 'their', 'costume', '.']
1499;4/C;II;67;The boys in the band were ready.;[('The', 'DT'), ('boys', 'NNS'), ('in', 'IN'), ('the', 'DT'), ('band', 'NN'), ('were', 'VBD'), ('ready', 'JJ'), ('.', '.')];{'were': ['were'], 'band': ['band'], '.': ['.'], 'boy': ['boys'], 'the': ['the'], 'The': ['The'], 'in': ['in'], 'ready': ['ready']};['The', 'boy', 'in', 'the', 'band', 'were', 'ready', '.']
1500;4/C;II;67;Everything was prepared.;[('Everything', 'NN'), ('was', 'VBD'), ('prepared', 'VBN'), ('.', '.')];{'prepared': ['prepared'], '.': ['.'], 'Everything': ['Everything'], 'wa': ['was']};['Everything', 'wa', 'prepared', '.']
1501;4/C;II;67;But Ms Walsh was a bit worried.;[('But', 'CC'), ('Ms', 'NNP'), ('Walsh', 'NNP'), ('was', 'VBD'), ('a', 'DT'), ('bit', 'NN'), ('worried', 'JJ'), ('.', '.')];{'a': ['a'], '.': ['.'], 'But': ['But'], 'wa': ['was'], 'Ms': ['Ms'], 'worried': ['worried'], 'Walsh': ['Walsh'], 'bit': ['bit']};['But', 'Ms', 'Walsh', 'wa', 'a', 'bit', 'worried', '.']
1502;4/C;II;67;Moira wasn’t very good.;[('Moira', 'NNP'), ('wasn’t', 'JJ'), ('very', 'RB'), ('good', 'JJ'), ('.', '.')];{'Moira': ['Moira'], 'very': ['very'], '.': ['.'], 'good': ['good'], 'wasn’t': ['wasn’t']};['Moira', 'wasn’t', 'very', 'good', '.']
1503;4/C;II;67;She spoke clearly and knew her words, but she didn’t say them with feeling.;[('She', 'PRP'), ('spoke', 'VBD'), ('clearly', 'RB'), ('and', 'CC'), ('knew', 'VBD'), ('her', 'PRP$'), ('words', 'NNS'), (',', ','), ('but', 'CC'), ('she', 'PRP'), ('didn’t', 'VBZ'), ('say', 'VBP'), ('them', 'PRP'), ('with', 'IN'), ('feeling', 'NN'), ('.', '.')];{'her': ['her'], 'knew': ['knew'], 'she': ['she'], 'and': ['and'], 'word': ['words'], 'but': ['but'], 'spoke': ['spoke'], 'clearly': ['clearly'], '.': ['.'], 'say': ['say'], 'She': ['She'], 'them': ['them'], ',': [','], 'didn’t': ['didn’t'], 'with': ['with'], 'feeling': ['feeling']};['She', 'spoke', 'clearly', 'and', 'knew', 'her', 'word', ',', 'but', 'she', 'didn’t', 'say', 'them', 'with', 'feeling', '.']
1504;4/C;II;67;But it wasn’t only that.;[('But', 'CC'), ('it', 'PRP'), ('wasn’t', 'VBZ'), ('only', 'RB'), ('that', 'DT'), ('.', '.')];{'But': ['But'], 'it': ['it'], 'only': ['only'], '.': ['.'], 'wasn’t': ['wasn’t'], 'that': ['that']};['But', 'it', 'wasn’t', 'only', 'that', '.']
1505;4/C;II;67;Moira was often difficult and the other girls on the stage were often tense when Moira was around.;[('Moira', 'NNP'), ('was', 'VBD'), ('often', 'RB'), ('difficult', 'JJ'), ('and', 'CC'), ('the', 'DT'), ('other', 'JJ'), ('girls', 'NNS'), ('on', 'IN'), ('the', 'DT'), ('stage', 'NN'), ('were', 'VBD'), ('often', 'RB'), ('tense', 'JJ'), ('when', 'WRB'), ('Moira', 'NNP'), ('was', 'VBD'), ('around', 'RB'), ('.', '.')];{'were': ['were'], 'around': ['around'], 'wa': ['was', 'was'], 'on': ['on'], 'often': ['often', 'often'], 'and': ['and'], 'when': ['when'], 'difficult': ['difficult'], '.': ['.'], 'other': ['other'], 'girl': ['girls'], 'tense': ['tense'], 'Moira': ['Moira', 'Moira'], 'the': ['the', 'the'], 'stage': ['stage']};['Moira', 'wa', 'often', 'difficult', 'and', 'the', 'other', 'girl', 'on', 'the', 'stage', 'were', 'often', 'tense', 'when', 'Moira', 'wa', 'around', '.']
1506;4/C;II;67;But it was too late now.;[('But', 'CC'), ('it', 'PRP'), ('was', 'VBD'), ('too', 'RB'), ('late', 'RB'), ('now', 'RB'), ('.', '.')];{'now': ['now'], '.': ['.'], 'late': ['late'], 'wa': ['was'], 'it': ['it'], 'But': ['But'], 'too': ['too']};['But', 'it', 'wa', 'too', 'late', 'now', '.']
1507;4/C;II;67;Finally, everyone was ready.;[('Finally', 'RB'), (',', ','), ('everyone', 'NN'), ('was', 'VBD'), ('ready', 'JJ'), ('.', '.')];{'ready': ['ready'], '.': ['.'], 'everyone': ['everyone'], 'wa': ['was'], ',': [','], 'Finally': ['Finally']};['Finally', ',', 'everyone', 'wa', 'ready', '.']
1508;4/C;II;67;But where was Moira?;[('But', 'CC'), ('where', 'WRB'), ('was', 'VBD'), ('Moira', 'NNP'), ('?', '.')];{'Moira': ['Moira'], 'But': ['But'], 'where': ['where'], 'wa': ['was'], '?': ['?']};['But', 'where', 'wa', 'Moira', '?']
1509;4/C;II;67;Ms Walsh was annoyed.;[('Ms', 'NNP'), ('Walsh', 'NNP'), ('was', 'VBD'), ('annoyed', 'VBN'), ('.', '.')];{'Ms': ['Ms'], '.': ['.'], 'wa': ['was'], 'Walsh': ['Walsh'], 'annoyed': ['annoyed']};['Ms', 'Walsh', 'wa', 'annoyed', '.']
1510;4/C;II;67;She was really fed up with Moira, who always pretended to be a star.;[('She', 'PRP'), ('was', 'VBD'), ('really', 'RB'), ('fed', 'VBN'), ('up', 'RP'), ('with', 'IN'), ('Moira', 'NNP'), (',', ','), ('who', 'WP'), ('always', 'RB'), ('pretended', 'VBD'), ('to', 'TO'), ('be', 'VB'), ('a', 'DT'), ('star', 'NN'), ('.', '.')];{'a': ['a'], 'wa': ['was'], 'fed': ['fed'], 'really': ['really'], 'who': ['who'], 'pretended': ['pretended'], 'star': ['star'], 'be': ['be'], '.': ['.'], 'always': ['always'], 'to': ['to'], 'up': ['up'], 'She': ['She'], 'Moira': ['Moira'], ',': [','], 'with': ['with']};['She', 'wa', 'really', 'fed', 'up', 'with', 'Moira', ',', 'who', 'always', 'pretended', 'to', 'be', 'a', 'star', '.']
1511;4/C;II;67;Finally, Moira arrived.;[('Finally', 'RB'), (',', ','), ('Moira', 'NNP'), ('arrived', 'VBD'), ('.', '.')];{'Moira': ['Moira'], 'Finally': ['Finally'], '.': ['.'], 'arrived': ['arrived'], ',': [',']};['Finally', ',', 'Moira', 'arrived', '.']
1512;4/C;II;67;“Oh, Ms Walsh,” she whispered sweetly, “I need a microphone.” “What are you talking about?” Ms Walsh asked.;[('“Oh', 'NN'), (',', ','), ('Ms', 'NNP'), ('Walsh', 'NNP'), (',', ','), ('”', 'NNP'), ('she', 'PRP'), ('whispered', 'VBD'), ('sweetly', 'RB'), (',', ','), ('“I', 'NNP'), ('need', 'VBP'), ('a', 'DT'), ('microphone.”', 'NN'), ('“What', 'WDT'), ('are', 'VBP'), ('you', 'PRP'), ('talking', 'VBG'), ('about', 'IN'), ('?', '.'), ('”', 'JJ'), ('Ms', 'NNP'), ('Walsh', 'NNP'), ('asked', 'VBD'), ('.', '.')];{'a': ['a'], '”': ['”', '”'], '“What': ['“What'], 'are': ['are'], '“Oh': ['“Oh'], 'Ms': ['Ms', 'Ms'], 'sweetly': ['sweetly'], 'she': ['she'], 'about': ['about'], 'you': ['you'], '.': ['.'], 'talking': ['talking'], 'need': ['need'], 'whispered': ['whispered'], 'microphone.”': ['microphone.”'], ',': [',', ',', ','], '“I': ['“I'], '?': ['?'], 'Walsh': ['Walsh', 'Walsh'], 'asked': ['asked']};['“Oh', ',', 'Ms', 'Walsh', ',', '”', 'she', 'whispered', 'sweetly', ',', '“I', 'need', 'a', 'microphone.”', '“What', 'are', 'you', 'talking', 'about', '?', '”', 'Ms', 'Walsh', 'asked', '.']
1513;4/C;II;67;“Well, you can hear – I’ve lost my voice.;[('“Well', 'NN'), (',', ','), ('you', 'PRP'), ('can', 'MD'), ('hear', 'VB'), ('–', 'JJ'), ('I’ve', 'NNP'), ('lost', 'VBD'), ('my', 'PRP$'), ('voice', 'NN'), ('.', '.')];{'you': ['you'], '–': ['–'], 'can': ['can'], 'lost': ['lost'], 'hear': ['hear'], 'voice': ['voice'], ',': [','], '“Well': ['“Well'], 'my': ['my'], '.': ['.'], 'I’ve': ['I’ve']};['“Well', ',', 'you', 'can', 'hear', '–', 'I’ve', 'lost', 'my', 'voice', '.']
1514;4/C;II;67;But maybe I can act my part with a microphone.” “The drama group always works without microphones – and if you have one, everyone will need one.;[('But', 'CC'), ('maybe', 'RB'), ('I', 'PRP'), ('can', 'MD'), ('act', 'VB'), ('my', 'PRP$'), ('part', 'NN'), ('with', 'IN'), ('a', 'DT'), ('microphone.”', 'NN'), ('“The', 'NNP'), ('drama', 'NN'), ('group', 'NN'), ('always', 'RB'), ('works', 'VBZ'), ('without', 'IN'), ('microphones', 'NNS'), ('–', 'NNS'), ('and', 'CC'), ('if', 'IN'), ('you', 'PRP'), ('have', 'VBP'), ('one', 'CD'), (',', ','), ('everyone', 'NN'), ('will', 'MD'), ('need', 'VB'), ('one', 'CD'), ('.', '.')];{'a': ['a'], 'microphone.”': ['microphone.”'], 'can': ['can'], 'need': ['need'], 'work': ['works'], 'if': ['if'], 'But': ['But'], 'you': ['you'], '–': ['–'], 'always': ['always'], 'everyone': ['everyone'], 'without': ['without'], 'microphone': ['microphones'], ',': [','], 'will': ['will'], 'my': ['my'], 'with': ['with'], '“The': ['“The'], 'act': ['act'], 'I': ['I'], 'have': ['have'], 'and': ['and'], 'maybe': ['maybe'], 'group': ['group'], '.': ['.'], 'drama': ['drama'], 'part': ['part'], 'one': ['one', 'one']};['But', 'maybe', 'I', 'can', 'act', 'my', 'part', 'with', 'a', 'microphone.”', '“The', 'drama', 'group', 'always', 'work', 'without', 'microphone', '–', 'and', 'if', 'you', 'have', 'one', ',', 'everyone', 'will', 'need', 'one', '.']
1515;4/C;II;67;I’m afraid we can’t do it.” Moira looked at Ms Walsh coldly.;[('I’m', 'NNP'), ('afraid', 'VBD'), ('we', 'PRP'), ('can’t', 'VBP'), ('do', 'VBP'), ('it.”', 'VB'), ('Moira', 'NNP'), ('looked', 'VBD'), ('at', 'IN'), ('Ms', 'NNP'), ('Walsh', 'NNP'), ('coldly', 'RB'), ('.', '.')];{'do': ['do'], 'looked': ['looked'], 'at': ['at'], 'Ms': ['Ms'], 'it.”': ['it.”'], '.': ['.'], 'afraid': ['afraid'], 'coldly': ['coldly'], 'I’m': ['I’m'], 'Moira': ['Moira'], 'we': ['we'], 'Walsh': ['Walsh'], 'can’t': ['can’t']};['I’m', 'afraid', 'we', 'can’t', 'do', 'it.”', 'Moira', 'looked', 'at', 'Ms', 'Walsh', 'coldly', '.']
1516;4/C;II;67;“Then we’ll have to postpone the play.” “Postpone the play?” Ms Walsh was shocked.;[('“Then', 'NN'), ('we’ll', 'NNS'), ('have', 'VBP'), ('to', 'TO'), ('postpone', 'VB'), ('the', 'DT'), ('play.”', 'NN'), ('“Postpone', 'NN'), ('the', 'DT'), ('play', 'NN'), ('?', '.'), ('”', 'JJ'), ('Ms', 'NNP'), ('Walsh', 'NNP'), ('was', 'VBD'), ('shocked', 'VBN'), ('.', '.')];{'”': ['”'], 'postpone': ['postpone'], '“Postpone': ['“Postpone'], 'have': ['have'], 'play.”': ['play.”'], '?': ['?'], '“Then': ['“Then'], '.': ['.'], 'to': ['to'], 'Walsh': ['Walsh'], 'play': ['play'], 'shocked': ['shocked'], 'the': ['the', 'the'], 'wa': ['was'], 'we’ll': ['we’ll'], 'Ms': ['Ms']};['“Then', 'we’ll', 'have', 'to', 'postpone', 'the', 'play.”', '“Postpone', 'the', 'play', '?', '”', 'Ms', 'Walsh', 'wa', 'shocked', '.']
1517;4/C;II;68;Boo!;[('Boo', 'NN'), ('!', '.')];{'Boo': ['Boo'], '!': ['!']};['Boo', '!']
1518;4/C;II;68;How will they feel?;[('How', 'WRB'), ('will', 'MD'), ('they', 'PRP'), ('feel', 'VB'), ('?', '.')];{'feel': ['feel'], 'will': ['will'], 'How': ['How'], 'they': ['they'], '?': ['?']};['How', 'will', 'they', 'feel', '?']
1519;4/C;II;68;What will they say?;[('What', 'WP'), ('will', 'MD'), ('they', 'PRP'), ('say', 'VB'), ('?', '.')];{'?': ['?'], 'will': ['will'], 'say': ['say'], 'What': ['What'], 'they': ['they']};['What', 'will', 'they', 'say', '?']
1520;5/A;II;77;Green Week or the Mill?;[('Green', 'JJ'), ('Week', 'NNP'), ('or', 'CC'), ('the', 'DT'), ('Mill', 'NNP'), ('?', '.')];{'Green': ['Green'], 'Mill': ['Mill'], 'the': ['the'], 'Week': ['Week'], 'or': ['or'], '?': ['?']};['Green', 'Week', 'or', 'the', 'Mill', '?']
1521;5/A;II;77;“What’s going on at CSG?;[('“What’s', 'NN'), ('going', 'VBG'), ('on', 'IN'), ('at', 'IN'), ('CSG', 'NNP'), ('?', '.')];{'CSG': ['CSG'], '“What’s': ['“What’s'], 'going': ['going'], 'on': ['on'], 'at': ['at'], '?': ['?']};['“What’s', 'going', 'on', 'at', 'CSG', '?']
1522;5/A;II;77;Why are there so many people in green?” That is what many people asked when they walked past CSG last week in the first Green Week at our school.;[('Why', 'WRB'), ('are', 'VBP'), ('there', 'RB'), ('so', 'RB'), ('many', 'JJ'), ('people', 'NNS'), ('in', 'IN'), ('green', 'JJ'), ('?', '.'), ('”', 'NN'), ('That', 'DT'), ('is', 'VBZ'), ('what', 'WP'), ('many', 'JJ'), ('people', 'NNS'), ('asked', 'VBD'), ('when', 'WRB'), ('they', 'PRP'), ('walked', 'VBD'), ('past', 'JJ'), ('CSG', 'NNP'), ('last', 'JJ'), ('week', 'NN'), ('in', 'IN'), ('the', 'DT'), ('first', 'JJ'), ('Green', 'JJ'), ('Week', 'NN'), ('at', 'IN'), ('our', 'PRP$'), ('school', 'NN'), ('.', '.')];{'our': ['our'], 'CSG': ['CSG'], 'they': ['they'], 'are': ['are'], 'at': ['at'], 'last': ['last'], 'That': ['That'], 'there': ['there'], 'asked': ['asked'], '.': ['.'], 'first': ['first'], 'so': ['so'], 'what': ['what'], 'people': ['people', 'people'], 'Why': ['Why'], 'is': ['is'], '”': ['”'], 'green': ['green'], 'Week': ['Week'], 'many': ['many', 'many'], 'when': ['when'], '?': ['?'], 'school': ['school'], 'Green': ['Green'], 'week': ['week'], 'walked': ['walked'], 'the': ['the'], 'past': ['past'], 'in': ['in', 'in']};['Why', 'are', 'there', 'so', 'many', 'people', 'in', 'green', '?', '”', 'That', 'is', 'what', 'many', 'people', 'asked', 'when', 'they', 'walked', 'past', 'CSG', 'last', 'week', 'in', 'the', 'first', 'Green', 'Week', 'at', 'our', 'school', '.']
1523;5/A;II;77;It was a very informative experience about the world that we live in and what we can do to save it.;[('It', 'PRP'), ('was', 'VBD'), ('a', 'DT'), ('very', 'RB'), ('informative', 'JJ'), ('experience', 'NN'), ('about', 'IN'), ('the', 'DT'), ('world', 'NN'), ('that', 'IN'), ('we', 'PRP'), ('live', 'VBP'), ('in', 'IN'), ('and', 'CC'), ('what', 'WP'), ('we', 'PRP'), ('can', 'MD'), ('do', 'VB'), ('to', 'TO'), ('save', 'VB'), ('it', 'PRP'), ('.', '.')];{'a': ['a'], 'save': ['save'], 'can': ['can'], 'It': ['It'], 'it': ['it'], 'wa': ['was'], 'do': ['do'], 'experience': ['experience'], 'live': ['live'], '.': ['.'], 'world': ['world'], 'very': ['very'], 'what': ['what'], 'informative': ['informative'], 'to': ['to'], 'and': ['and'], 'about': ['about'], 'the': ['the'], 'that': ['that'], 'in': ['in'], 'we': ['we', 'we']};['It', 'wa', 'a', 'very', 'informative', 'experience', 'about', 'the', 'world', 'that', 'we', 'live', 'in', 'and', 'what', 'we', 'can', 'do', 'to', 'save', 'it', '.']
1524;5/A;II;77;Each day had a different motto.;[('Each', 'DT'), ('day', 'NN'), ('had', 'VBD'), ('a', 'DT'), ('different', 'JJ'), ('motto', 'NN'), ('.', '.')];{'a': ['a'], '.': ['.'], 'Each': ['Each'], 'different': ['different'], 'day': ['day'], 'motto': ['motto'], 'had': ['had']};['Each', 'day', 'had', 'a', 'different', 'motto', '.']
1525;5/A;II;77;Thank you to everyone who took part in the projects.;[('Thank', 'NNP'), ('you', 'PRP'), ('to', 'TO'), ('everyone', 'NN'), ('who', 'WP'), ('took', 'VBD'), ('part', 'NN'), ('in', 'IN'), ('the', 'DT'), ('projects', 'NNS'), ('.', '.')];{'Thank': ['Thank'], 'you': ['you'], '.': ['.'], 'the': ['the'], 'to': ['to'], 'took': ['took'], 'who': ['who'], 'everyone': ['everyone'], 'part': ['part'], 'in': ['in'], 'project': ['projects']};['Thank', 'you', 'to', 'everyone', 'who', 'took', 'part', 'in', 'the', 'project', '.']
1526;5/A;II;77;Please remember your green pledges.;[('Please', 'NNP'), ('remember', 'VB'), ('your', 'PRP$'), ('green', 'JJ'), ('pledges', 'NNS'), ('.', '.')];{'.': ['.'], 'Please': ['Please'], 'remember': ['remember'], 'pledge': ['pledges'], 'green': ['green'], 'your': ['your']};['Please', 'remember', 'your', 'green', 'pledge', '.']
1527;5/A;II;77;On Friday, we used green handprints to form a tree.;[('On', 'IN'), ('Friday', 'NNP'), (',', ','), ('we', 'PRP'), ('used', 'VBD'), ('green', 'JJ'), ('handprints', 'NNS'), ('to', 'TO'), ('form', 'VB'), ('a', 'DT'), ('tree', 'NN'), ('.', '.')];{'a': ['a'], 'handprints': ['handprints'], 'tree': ['tree'], 'Friday': ['Friday'], '.': ['.'], 'to': ['to'], 'On': ['On'], 'form': ['form'], ',': [','], 'green': ['green'], 'used': ['used'], 'we': ['we']};['On', 'Friday', ',', 'we', 'used', 'green', 'handprints', 'to', 'form', 'a', 'tree', '.']
1528;5/A;II;77;There is always more that we can do – but we have taken the first big step and the first Green Week at our school was a great success.;[('There', 'EX'), ('is', 'VBZ'), ('always', 'RB'), ('more', 'RBR'), ('that', 'IN'), ('we', 'PRP'), ('can', 'MD'), ('do', 'VB'), ('–', 'RB'), ('but', 'CC'), ('we', 'PRP'), ('have', 'VBP'), ('taken', 'VBN'), ('the', 'DT'), ('first', 'JJ'), ('big', 'JJ'), ('step', 'NN'), ('and', 'CC'), ('the', 'DT'), ('first', 'JJ'), ('Green', 'JJ'), ('Week', 'NN'), ('at', 'IN'), ('our', 'PRP$'), ('school', 'NN'), ('was', 'VBD'), ('a', 'DT'), ('great', 'JJ'), ('success', 'NN'), ('.', '.')];{'our': ['our'], 'a': ['a'], 'can': ['can'], 'more': ['more'], 'step': ['step'], 'do': ['do'], 'at': ['at'], 'taken': ['taken'], '–': ['–'], 'always': ['always'], 'There': ['There'], 'great': ['great'], 'is': ['is'], 'that': ['that'], 'success': ['success'], 'have': ['have'], 'big': ['big'], 'Week': ['Week'], 'and': ['and'], '.': ['.'], 'but': ['but'], 'first': ['first', 'first'], 'school': ['school'], 'Green': ['Green'], 'the': ['the', 'the'], 'wa': ['was'], 'we': ['we', 'we']};['There', 'is', 'always', 'more', 'that', 'we', 'can', 'do', '–', 'but', 'we', 'have', 'taken', 'the', 'first', 'big', 'step', 'and', 'the', 'first', 'Green', 'Week', 'at', 'our', 'school', 'wa', 'a', 'great', 'success', '.']
1529;5/A;II;78;It is just one hour and a half on the motorway, but for many pupils it is like a fascinating trip into another world.;[('It', 'PRP'), ('is', 'VBZ'), ('just', 'RB'), ('one', 'CD'), ('hour', 'NN'), ('and', 'CC'), ('a', 'DT'), ('half', 'NN'), ('on', 'IN'), ('the', 'DT'), ('motorway', 'NN'), (',', ','), ('but', 'CC'), ('for', 'IN'), ('many', 'JJ'), ('pupils', 'NNS'), ('it', 'PRP'), ('is', 'VBZ'), ('like', 'IN'), ('a', 'DT'), ('fascinating', 'JJ'), ('trip', 'NN'), ('into', 'IN'), ('another', 'DT'), ('world', 'NN'), ('.', '.')];{'a': ['a', 'a'], 'world': ['world'], 'on': ['on'], 'is': ['is', 'is'], 'it': ['it'], 'motorway': ['motorway'], 'trip': ['trip'], 'half': ['half'], 'another': ['another'], ',': [','], 'like': ['like'], 'just': ['just'], 'for': ['for'], 'It': ['It'], 'hour': ['hour'], 'and': ['and'], 'many': ['many'], 'but': ['but'], 'fascinating': ['fascinating'], '.': ['.'], 'pupil': ['pupils'], 'the': ['the'], 'one': ['one'], 'into': ['into']};['It', 'is', 'just', 'one', 'hour', 'and', 'a', 'half', 'on', 'the', 'motorway', ',', 'but', 'for', 'many', 'pupil', 'it', 'is', 'like', 'a', 'fascinating', 'trip', 'into', 'another', 'world', '.']
1530;5/A;II;78;“First I thought, ‘Oh no, boring walks and lots of biology and geography exercises.’ But it turned out to be lots of fun,” Jeremy Fowler said when he came back.;[('“First', 'RB'), ('I', 'PRP'), ('thought', 'VBD'), (',', ','), ('‘Oh', 'NNP'), ('no', 'DT'), (',', ','), ('boring', 'VBG'), ('walks', 'NNS'), ('and', 'CC'), ('lots', 'NNS'), ('of', 'IN'), ('biology', 'NN'), ('and', 'CC'), ('geography', 'NN'), ('exercises.’', 'NN'), ('But', 'CC'), ('it', 'PRP'), ('turned', 'VBD'), ('out', 'RP'), ('to', 'TO'), ('be', 'VB'), ('lots', 'NNS'), ('of', 'IN'), ('fun', 'NN'), (',', ','), ('”', 'NNP'), ('Jeremy', 'NNP'), ('Fowler', 'NNP'), ('said', 'VBD'), ('when', 'WRB'), ('he', 'PRP'), ('came', 'VBD'), ('back', 'RB'), ('.', '.')];{'But': ['But'], 'came': ['came'], '”': ['”'], 'it': ['it'], 'back': ['back'], 'boring': ['boring'], 'be': ['be'], '.': ['.'], '‘Oh': ['‘Oh'], ',': [',', ',', ','], 'fun': ['fun'], 'of': ['of', 'of'], 'geography': ['geography'], 'no': ['no'], 'Fowler': ['Fowler'], 'walk': ['walks'], 'lot': ['lots', 'lots'], '“First': ['“First'], 'I': ['I'], 'said': ['said'], 'thought': ['thought'], 'out': ['out'], 'and': ['and', 'and'], 'when': ['when'], 'Jeremy': ['Jeremy'], 'biology': ['biology'], 'to': ['to'], 'he': ['he'], 'turned': ['turned'], 'exercises.’': ['exercises.’']};['“First', 'I', 'thought', ',', '‘Oh', 'no', ',', 'boring', 'walk', 'and', 'lot', 'of', 'biology', 'and', 'geography', 'exercises.’', 'But', 'it', 'turned', 'out', 'to', 'be', 'lot', 'of', 'fun', ',', '”', 'Jeremy', 'Fowler', 'said', 'when', 'he', 'came', 'back', '.']
1531;5/A;II;78;During the week, the pupils made posters about the birds which you can find at the Mill.;[('During', 'IN'), ('the', 'DT'), ('week', 'NN'), (',', ','), ('the', 'DT'), ('pupils', 'NNS'), ('made', 'VBD'), ('posters', 'NNS'), ('about', 'IN'), ('the', 'DT'), ('birds', 'NNS'), ('which', 'WDT'), ('you', 'PRP'), ('can', 'MD'), ('find', 'VB'), ('at', 'IN'), ('the', 'DT'), ('Mill', 'NNP'), ('.', '.')];{'can': ['can'], 'During': ['During'], 'Mill': ['Mill'], 'poster': ['posters'], 'at': ['at'], 'about': ['about'], 'you': ['you'], 'which': ['which'], '.': ['.'], 'week': ['week'], 'the': ['the', 'the', 'the', 'the'], ',': [','], 'bird': ['birds'], 'made': ['made'], 'find': ['find'], 'pupil': ['pupils']};['During', 'the', 'week', ',', 'the', 'pupil', 'made', 'poster', 'about', 'the', 'bird', 'which', 'you', 'can', 'find', 'at', 'the', 'Mill', '.']
1532;5/A;II;78;With football and other games, there was a lot of exciting entertainment – even if some boys were not happy that there were no supermarkets or shops nearby.;[('With', 'IN'), ('football', 'NN'), ('and', 'CC'), ('other', 'JJ'), ('games', 'NNS'), (',', ','), ('there', 'EX'), ('was', 'VBD'), ('a', 'DT'), ('lot', 'NN'), ('of', 'IN'), ('exciting', 'VBG'), ('entertainment', 'NN'), ('–', 'RB'), ('even', 'RB'), ('if', 'IN'), ('some', 'DT'), ('boys', 'NNS'), ('were', 'VBD'), ('not', 'RB'), ('happy', 'JJ'), ('that', 'IN'), ('there', 'EX'), ('were', 'VBD'), ('no', 'DT'), ('supermarkets', 'NNS'), ('or', 'CC'), ('shops', 'NNS'), ('nearby', 'RB'), ('.', '.')];{'a': ['a'], 'were': ['were', 'were'], 'even': ['even'], 'exciting': ['exciting'], 'if': ['if'], 'there': ['there', 'there'], 'supermarket': ['supermarkets'], '–': ['–'], 'shop': ['shops'], 'game': ['games'], 'boy': ['boys'], 'some': ['some'], ',': [','], 'entertainment': ['entertainment'], 'of': ['of'], 'football': ['football'], 'that': ['that'], 'lot': ['lot'], 'With': ['With'], 'not': ['not'], 'wa': ['was'], 'no': ['no'], 'and': ['and'], 'other': ['other'], 'or': ['or'], '.': ['.'], 'happy': ['happy'], 'nearby': ['nearby']};['With', 'football', 'and', 'other', 'game', ',', 'there', 'wa', 'a', 'lot', 'of', 'exciting', 'entertainment', '–', 'even', 'if', 'some', 'boy', 'were', 'not', 'happy', 'that', 'there', 'were', 'no', 'supermarket', 'or', 'shop', 'nearby', '.']
1533;5/A;II;78;But this is what makes the Mill so special.;[('But', 'CC'), ('this', 'DT'), ('is', 'VBZ'), ('what', 'WDT'), ('makes', 'VBZ'), ('the', 'DT'), ('Mill', 'NNP'), ('so', 'IN'), ('special', 'JJ'), ('.', '.')];{'this': ['this'], 'special': ['special'], 'But': ['But'], 'so': ['so'], 'Mill': ['Mill'], 'what': ['what'], 'the': ['the'], 'make': ['makes'], '.': ['.'], 'is': ['is']};['But', 'this', 'is', 'what', 'make', 'the', 'Mill', 'so', 'special', '.']
